tweet_id,user_id,user_screen_name,user_followers_count,user_friends_count,text,created_at,retweet_count,favorite_count,lang,geo,hashtags,mentions,urls,label,reply_to_tweet_id
529424270439374849,49854151,scottfleming13,489,1926,@AUXTV wait what?,Tue Nov 04 00:05:56 +0000 2014,0,2,en,,,AUXTV,,1,529399936434327552
529429972721479680,49854151,scottfleming13,489,1926,@AUXTV im in Buffalo and will make the drive....HELP!,Tue Nov 04 00:28:36 +0000 2014,0,0,en,,,AUXTV,,1,529399936434327552
529441895458828288,62182327,green_fuzz,110,239,@AUXTV  seriously though. How??,Tue Nov 04 01:15:59 +0000 2014,0,0,en,,,AUXTV,,1,529399936434327552
529453646745182208,105351072,Dananners,111,223,“@AUXTV: can someone get us in 2 the secret prince show in toronto tomorrow” @homeslizzy  Make it happen!,Tue Nov 04 02:02:40 +0000 2014,0,0,en,,,"AUXTV,homeslizzy",,1,529399936434327552
529489269837291521,27094794,takeheart4,865,1160,@FOHPhoto @AUXTV wut?!,Tue Nov 04 04:24:14 +0000 2014,0,0,und,,,"FOHPhoto,AUXTV",,1,529411547177553921
529489432223956992,747339266,FOHPhoto,380,401,@takeheart4 @AUXTV ;),Tue Nov 04 04:24:52 +0000 2014,0,0,und,,,"takeheart4,AUXTV",,1,529489269837291521
529489537605832704,27094794,takeheart4,865,1160,@FOHPhoto @AUXTV I need to hear chocolate rain live....,Tue Nov 04 04:25:17 +0000 2014,0,0,en,,,"FOHPhoto,AUXTV",,1,529489432223956992
529653541791870976,1434548971,GrooveTOca,917,379,@AUXTV haha! Us too! #RainingPurple,Tue Nov 04 15:16:59 +0000 2014,0,0,en,,RainingPurple,AUXTV,,1,529399936434327552
529446466541326336,842564341,PrinceMuseum,3664,474,TORONTO????  @AUXTV saying something about a secret Prince show tomorrow? Maybe at @masseyhall?  Personally I've got no idea! Any more info?,Tue Nov 04 01:34:08 +0000 2014,3,4,en,,,"AUXTV,masseyhall",,1,
529458390020685824,1358496307,TwoCleanDudes,217,635,@PrinceMuseum @AUXTV @masseyhall This better be real and I better be going.,Tue Nov 04 02:21:31 +0000 2014,1,1,en,,,"PrinceMuseum,AUXTV,masseyhall",,1,529446466541326336
529540733020405760,842564341,PrinceMuseum,3664,474,"PRINCE IN TORONTO TONIGHT: @3RDEYEGIRL tweeted this morning to say OTNOROT CALLING, which is Toronto backwards, obviously.... Seems it's on!",Tue Nov 04 07:48:43 +0000 2014,3,7,en,,,3RDEYEGIRL,,1,
529541029910044672,451938702,PrinceTaughtMe,2189,1982,@PrinceMuseum @3RDEYEGIRL it's a four hour flight from Vancouver to Toronto and I'm so tempted lol,Tue Nov 04 07:49:54 +0000 2014,2,5,en,,,"PrinceMuseum,3RDEYEGIRL",,1,529540733020405760
529542083405955072,842564341,PrinceMuseum,3711,474,@PrinceTaughtMe @3RDEYEGIRL get on board the seduction 747....,Tue Nov 04 07:54:05 +0000 2014,0,2,en,,,"PrinceTaughtMe,3RDEYEGIRL",,1,529541029910044672
529542544573865985,451938702,PrinceTaughtMe,2189,1982,"@PrinceMuseum @3RDEYEGIRL I only wish. The Commodore Ballroom is calling Prince's name with Vancouver, he'll be back around… hopefully!",Tue Nov 04 07:55:55 +0000 2014,0,1,en,,,"PrinceMuseum,3RDEYEGIRL",,1,529542083405955072
529546994520694784,842564341,PrinceMuseum,3711,474,@PrinceTaughtMe if you can make it tonight - do it :),Tue Nov 04 08:13:36 +0000 2014,0,1,en,,,PrinceTaughtMe,,1,529542544573865985
529547352907218944,451938702,PrinceTaughtMe,2189,1982,"@PrinceMuseum I doubt it! I don't got the money to go all the way out there! If I did, I definitely would! It would be fun! :)",Tue Nov 04 08:15:02 +0000 2014,0,0,en,,,PrinceMuseum,,1,529546994520694784
529548830287876096,451938702,PrinceTaughtMe,2189,1982,@PrinceMuseum and oh my god the show already sold out in Toronto?!?! damn.,Tue Nov 04 08:20:54 +0000 2014,0,0,en,,,PrinceMuseum,,1,529546994520694784
529550101925343233,842564341,PrinceMuseum,3711,474,@PrinceTaughtMe I don't think it's even been on sale yet,Tue Nov 04 08:25:57 +0000 2014,0,1,en,,,PrinceTaughtMe,,1,529548830287876096
529550553773506560,451938702,PrinceTaughtMe,2189,1982,"@PrinceMuseum ohhhh! alright! I was confused because it said ""no longer on sale""!",Tue Nov 04 08:27:45 +0000 2014,0,0,en,,,PrinceMuseum,,1,529550101925343233
529574549340553216,2264466299,sarah_mccrone,65,64,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL go!!!!! I would if I could!!,Tue Nov 04 10:03:06 +0000 2014,0,0,en,,,"PrinceTaughtMe,PrinceMuseum,3RDEYEGIRL",,1,529541029910044672
529590746018754560,307587914,mossequ1,78,156,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL I wld def go if I was only 2 hrs away. I once flew 11 hrs 2 C him in Vegas. Best night of my life!,Tue Nov 04 11:07:27 +0000 2014,0,0,en,,,"PrinceTaughtMe,PrinceMuseum,3RDEYEGIRL",,1,529541029910044672
529657666843721729,451938702,PrinceTaughtMe,2189,1982,@sarah_mccrone @PrinceMuseum @3RDEYEGIRL no moneyyyyy :(,Tue Nov 04 15:33:23 +0000 2014,0,0,en,,,"sarah_mccrone,PrinceMuseum,3RDEYEGIRL",,1,529574549340553216
529658081840746496,451938702,PrinceTaughtMe,2189,1982,@mossequ1 @PrinceMuseum @3RDEYEGIRL it's across the country and 4 hours away lol and it's like $300 I think,Tue Nov 04 15:35:01 +0000 2014,0,0,en,,,"mossequ1,PrinceMuseum,3RDEYEGIRL",,1,529590746018754560
529660640575897600,2264466299,sarah_mccrone,65,64,@PrinceTaughtMe @PrinceMuseum @3RDEYEGIRL oh no:(,Tue Nov 04 15:45:11 +0000 2014,0,0,en,,,"PrinceTaughtMe,PrinceMuseum,3RDEYEGIRL",,1,529657666843721729
529661580649459712,451938702,PrinceTaughtMe,2189,1982,@sarah_mccrone @PrinceMuseum @3RDEYEGIRL :(,Tue Nov 04 15:48:56 +0000 2014,0,0,und,,,"sarah_mccrone,PrinceMuseum,3RDEYEGIRL",,1,529660640575897600
529541962639355904,842564341,PrinceMuseum,3664,474,TORONTO 2NITE: This is a page from @Ticketmaster which states Prince is playing @masseyhall    http://t.co/pjsH9JAnnq http://t.co/72ioWI7EfN,Tue Nov 04 07:53:36 +0000 2014,11,7,en,,,"Ticketmaster,masseyhall",http://m.ticketmaster.com/prince-toronto-ontario-11-04-2014/event/10004D5FDD646A06?artistid=735895&majorcatid=10001&minorcatid=1,1,
529572620782825473,346733298,LoveSymbol23,882,590,I know why Prince &amp; @3RDEYEGIRL starts the tour by Toronto... 😁 BikeSculture 🚲🚲🚲🚲🚲🚲🚲 http://t.co/yrihppnFkK,Tue Nov 04 09:55:26 +0000 2014,2,5,en,,,3RDEYEGIRL,,1,
529576927460622336,347411522,NinaSeventeen,350,451,A #Prince tweet with a #cycling twist or a #cycling tweet with a #Prince twist. My kinda tweet! Thanx @LoveSymbol23!,Tue Nov 04 10:12:33 +0000 2014,0,1,en,,"Prince,cycling,cycling,Prince",LoveSymbol23,,1,529572620782825473
529578734102523904,197739751,FunkyMrG,2243,481,Toronto is in 4 a treat 2nite....@Prince_NPG @3RDEYEGIRL @HannahFordDrums @idanielsenbass @DonnaGrantis @JOSHUAWORLD #TDOT,Tue Nov 04 10:19:43 +0000 2014,3,2,en,,TDOT,"Prince_NPG,3RDEYEGIRL,HannahFordDrums,idanielsenbass,DonnaGrantis,JOSHUAWORLD",,1,
529584831257378816,762074136,BigmuchLisa,68,248,@FunkyMrG @Prince_NPG @3RDEYEGIRL @HannahFordDrums @idanielsenbass @DonnaGrantis @JOSHUAWORLD  how would I get tickets???????,Tue Nov 04 10:43:57 +0000 2014,0,0,en,,,"FunkyMrG,Prince_NPG,3RDEYEGIRL,HannahFordDrums,idanielsenbass,DonnaGrantis,JOSHUAWORLD",,1,529578734102523904
529590474005544960,842564341,PrinceMuseum,3664,474,TWO TORONTO SHOWS TONIGHT? Looks like @drfunkenberry is hinting at TWO @masseyhall Prince shows tonight.... stay tuned!,Tue Nov 04 11:06:22 +0000 2014,6,4,en,,,"drfunkenberry,masseyhall",,1,
529592515725627392,377385010,timhudsonpr,270,524,"@PrinceMuseum @drfunkenberry @masseyhall Or one tonight, one tomorrow?  And then off to Victoria?",Tue Nov 04 11:14:29 +0000 2014,0,0,en,,,"PrinceMuseum,drfunkenberry,masseyhall",,1,529590474005544960
529595161928822784,966491364,ianallen169,99,90,@PrinceMuseum @drfunkenberry @masseyhall Can't wait to see the setlist! Hopefully pulling from both albums...,Tue Nov 04 11:25:00 +0000 2014,0,0,en,,,"PrinceMuseum,drfunkenberry,masseyhall",,1,529590474005544960
529603473227395072,842564341,PrinceMuseum,3711,474,@timhudsonpr got no info on that mate! Who knows!,Tue Nov 04 11:58:02 +0000 2014,0,0,en,,,timhudsonpr,,1,529592515725627392
529604311849123840,377385010,timhudsonpr,270,524,@PrinceMuseum Did you not see Dr. FB's backwards Tweet about Victoria?,Tue Nov 04 12:01:22 +0000 2014,0,0,en,,,PrinceMuseum,,1,529603473227395072
529604571229065216,842564341,PrinceMuseum,3711,474,@timhudsonpr yes mate although venue's on Victoria St...,Tue Nov 04 12:02:24 +0000 2014,0,0,en,,,timhudsonpr,,1,529604311849123840
529604880449945600,377385010,timhudsonpr,270,524,@PrinceMuseum [Hangs head in the shame of lack of knowledge],Tue Nov 04 12:03:37 +0000 2014,0,0,en,,,PrinceMuseum,,1,529604571229065216
529605077557067776,842564341,PrinceMuseum,3711,474,@timhudsonpr TBF there's no shame in that!!!,Tue Nov 04 12:04:24 +0000 2014,0,0,en,,,timhudsonpr,,1,529604880449945600
529621484130828290,21252703,tcote,1720,1162,"Just noticed ""HALL of desire"" in that @drfunkenberry tweet. So, yeah, Massey Hall. Prince. Gah.",Tue Nov 04 13:09:36 +0000 2014,2,1,en,,,drfunkenberry,,1,
529627432996044801,501293202,Indie88Toronto,23142,1067,Rumours that Prince is playing Massey Hall tonight - listen for details in 5 mins: http://t.co/IByVwVORFh #MusicNerd,Tue Nov 04 13:33:14 +0000 2014,12,8,en,,MusicNerd,,http://indie.streamon.fm,1,
529629302825177088,331026320,JMC131,135,416,@Indie88Toronto damn not near a radio!,Tue Nov 04 13:40:40 +0000 2014,0,0,en,,,Indie88Toronto,,1,529627432996044801
529630110702661633,133151405,fashionfood,3236,3258,“@Indie88Toronto: Rumours that Prince is playing Massey Hall tonight - listen for details in 5 mins: http://t.co/nfG0pxOvyy ” @samanthadjb,Tue Nov 04 13:43:53 +0000 2014,0,2,en,,,"Indie88Toronto,samanthadjb",http://indie.streamon.fm,1,529627432996044801
529630887957495808,2191405329,_hlawz,101,117,“@Indie88Toronto: Rumours that Prince is playing Massey Hall tonight - listen for details in 5 mins: http://t.co/4jn2QEha2D #MusicNerd” what,Tue Nov 04 13:46:58 +0000 2014,0,1,en,,MusicNerd,Indie88Toronto,http://indie.streamon.fm,1,529627432996044801
529652899887206400,72648916,samanthadjb,791,262,@fashionfood Thanks Jen :) Been hearing rumbling since yesterday...ahhh.,Tue Nov 04 15:14:26 +0000 2014,0,0,en,,,fashionfood,,1,529630110702661633
529627706057834496,291414445,JillKrajewski,807,369,"Prince pulled this tweet, but I caught it. A Toronto surprise is coming. Let's go crazy. http://t.co/uu3vOm0FbK",Tue Nov 04 13:34:19 +0000 2014,17,7,en,,,,,1,
529627938044805120,267219814,Giuspar,258,271,@JillKrajewski ohhhhhhhhhh man. I can't wait to see what this is!,Tue Nov 04 13:35:15 +0000 2014,0,1,en,,,JillKrajewski,,1,529627706057834496
529628750083014657,291414445,JillKrajewski,827,373,@Giuspar #PrinceWatch,Tue Nov 04 13:38:28 +0000 2014,0,0,und,,PrinceWatch,Giuspar,,1,529627938044805120
529629449009242112,291427994,ScottimusPrime1,438,964,@JillKrajewski JEALOUS OF EVERYONE GOING... 😭 #concertbucketlist @3RDEYEGIRL,Tue Nov 04 13:41:15 +0000 2014,0,0,en,,concertbucketlist,"JillKrajewski,3RDEYEGIRL",,1,529627706057834496
529632397386842113,28540234,sweetiepie1966,91,251,@JillKrajewski @Candice_Indie88 darn gotta work,Tue Nov 04 13:52:58 +0000 2014,0,0,en,,,"JillKrajewski,Candice_Indie88",,1,529627706057834496
529655027707944960,291414445,JillKrajewski,827,373,@arikligeti please tell me you're on this!,Tue Nov 04 15:22:53 +0000 2014,0,0,en,,,arikligeti,,1,529627706057834496
529661546767855616,251944136,arikligeti,554,1056,@JillKrajewski woah. Woah woah!!!!,Tue Nov 04 15:48:48 +0000 2014,0,1,fr,,,JillKrajewski,,1,529655027707944960
529627707382853632,707620748,GlobalJRK,543,112,Prince to perform surprise show in Toronto http://t.co/yjizydWAtf,Tue Nov 04 13:34:20 +0000 2014,18,7,en,,,,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529637299186057216,230170117,tamrelay,155,125,@GlobalJRK convince Prince to do a London ON show. #lovethepurpleone,Tue Nov 04 14:12:26 +0000 2014,0,0,en,,lovethepurpleone,GlobalJRK,,1,529627707382853632
529686396202934272,2427500234,KNicoleAndani,180,488,"@GlobalJRK Wish Prince (love him) would understand his fans are now older, employed and need some advance notice :)",Tue Nov 04 17:27:32 +0000 2014,0,0,en,,,GlobalJRK,,1,529627707382853632
529696744343617536,430880741,divababz411,98,125,@GlobalJRK  #birthdaygirl #prince  it's my Birthday ohhhh I would love to see my all time fav ❤️❤️❤️please get me in!,Tue Nov 04 18:08:39 +0000 2014,0,0,en,,"birthdaygirl,prince",GlobalJRK,,1,529627707382853632
529701311462531073,185109209,Ms_Danna,349,103,"@GlobalJRK not much of a surprise now, is it?",Tue Nov 04 18:26:48 +0000 2014,0,0,en,,,GlobalJRK,,1,529627707382853632
529751304521138177,116787858,AshleySabrina,596,1035,@GlobalJRK where? When? Is it surprise free too?! :)),Tue Nov 04 21:45:27 +0000 2014,0,0,en,,,GlobalJRK,,1,529627707382853632
529627936622931968,16642807,the2scoops,2321,2243,Surprise Prince show hitting Toronto tonight? My brain just melted.,Tue Nov 04 13:35:14 +0000 2014,3,5,en,,,,,1,
529628603454341120,228717310,alkerton,1622,1038,"@the2scoops Uh, what where how?",Tue Nov 04 13:37:53 +0000 2014,0,0,en,,,the2scoops,,1,529627936622931968
529628675990622208,8973442,beetrix,574,762,"WANT TO GOOOO ""@the2scoops: Surprise Prince show hitting Toronto tonight? My brain just melted.”",Tue Nov 04 13:38:11 +0000 2014,0,1,en,,,the2scoops,,1,529627936622931968
529631077066100736,716501756,CopperBronzed,673,101,"@the2scoops ☆ he must be feeling restless, or smt. ☺",Tue Nov 04 13:47:43 +0000 2014,0,0,en,,,the2scoops,,1,529627936622931968
529635633195913217,16642807,the2scoops,2324,2243,@la_panique Follow @drfunkenberry : signs are pointing to 2 nights at Massey Hall tonight and tomorrow.,Tue Nov 04 14:05:49 +0000 2014,0,1,en,,,"la_panique,drfunkenberry",,1,529628262654570496
529635673872285696,16642807,the2scoops,2324,2243,@alkerton Follow @drfunkenberry : signs are pointing to 2 nights at Massey Hall tonight and tomorrow.,Tue Nov 04 14:05:59 +0000 2014,0,0,en,,,"alkerton,drfunkenberry",,1,529628603454341120
529638097651511296,228717310,alkerton,1622,1038,@the2scoops @drfunkenberry On it.,Tue Nov 04 14:15:37 +0000 2014,0,0,en,,,"the2scoops,drfunkenberry",,1,529635673872285696
529638748246773760,16642807,the2scoops,2324,2243,@la_panique No idea how tickets would be handled: probably at the Hall or at the door? He does random stuff like this.,Tue Nov 04 14:18:12 +0000 2014,0,0,en,,,la_panique,,1,529635747364888576
529628988683976704,13896552,globalnewsto,44178,1151,Prince to perform surprise show in Toronto http://t.co/Kj7HibxIrx http://t.co/GrkgI3n5xV,Tue Nov 04 13:39:25 +0000 2014,54,31,en,,,,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529629067163996160,500737429,ShitABit,931,1979,@globalnewsto Ruined the surprise!,Tue Nov 04 13:39:44 +0000 2014,0,0,en,,,globalnewsto,,1,529628988683976704
529632087729782785,1109766193,VanessaNaughton,112,402,@3RDEYEGIRL  how do I get tickets?! @globalnewsto: Prince to perform surprise show in Toronto http://t.co/mgaWFNsXRU http://t.co/miCsgfaDPP”,Tue Nov 04 13:51:44 +0000 2014,0,2,en,,,"3RDEYEGIRL,globalnewsto",http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,529628988683976704
529638749374668801,30545847,georgeorgeorgeB,90,259,"Well, it's not a surprise now. ""@globalnewsto: Prince to perform surprise show in Toronto http://t.co/dz8LEQvBea http://t.co/5IOXHSKKZe”",Tue Nov 04 14:18:12 +0000 2014,0,0,en,"{'type': 'Point', 'coordinates': [50.97298436, -102.85404465]}",,globalnewsto,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,529628988683976704
529646764639662080,21546866,DraganaYYZ,568,432,@globalnewsto #Prince He is so awesome live! I've seen him a few times and probably the best musician/performer out there!,Tue Nov 04 14:50:03 +0000 2014,0,0,en,,Prince,globalnewsto,,1,529628988683976704
529772727595302912,86421703,Weloud,21,79,@globalnewsto Prince a no show,Tue Nov 04 23:10:35 +0000 2014,0,0,en,"{'type': 'Point', 'coordinates': [43.64245244, -79.41217403]}",,globalnewsto,,1,529628988683976704
529630665168281601,50033746,morninglive,15867,1622,Big rumour of the day. Prince is playing Massey Hall tonight.. barriers and fans showing up outside,Tue Nov 04 13:46:05 +0000 2014,3,1,en,,,,,1,
529634428734423042,15463771,indieweek,8859,5751,Are you a Prince fan? Do you live in Toronto? You might want to check this article out: http://t.co/qgXsag2ygC #surpriseshow,Tue Nov 04 14:01:02 +0000 2014,5,2,en,,surpriseshow,,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529637014527029248,842564341,PrinceMuseum,3664,474,TORONTO: Quick reminder that Prince is seemingly playing @masseyhall tonight... No more details at the minute!,Tue Nov 04 14:11:19 +0000 2014,15,7,en,,,masseyhall,,1,
529700000071421953,421780681,akrred,692,1046,@FdThinking @PrinceMuseum @masseyhall are you second or third in line according to photo? Lucky! #Prince @BabiesBaubles,Tue Nov 04 18:21:36 +0000 2014,0,0,en,,Prince,"FdThinking,PrinceMuseum,masseyhall,BabiesBaubles",,1,529637743400583168
529722870449315840,29045985,m204,396,1336,@PrinceMuseum @masseyhall seemingly not!,Tue Nov 04 19:52:28 +0000 2014,0,1,en,,,"PrinceMuseum,masseyhall",,1,529637014527029248
529637341645008896,1148636376,housequakecom,3754,14,***Not confirmed yet*** Prince to perform surprise show in Toronto  Prince is rumoured to be performing a... http://t.co/4KrJbn5W1K,Tue Nov 04 14:12:37 +0000 2014,5,5,en,,,,http://fb.me/1qooR4vR0,1,
529640516066242560,278034475,tannisross,286,419,@housequakecom Well Prince baby and @3RDEYEGIRL you just take a plane ride over a few provinces and come perform for me in Winnipeg!,Tue Nov 04 14:25:13 +0000 2014,0,1,en,,,"housequakecom,3RDEYEGIRL",,1,529637341645008896
529637505981624320,24290385,barnardfilm,1103,529,Is Prince doing surprise show in Toronto?  http://t.co/oWCOa2YVv9 #hotticket,Tue Nov 04 14:13:16 +0000 2014,2,2,en,,hotticket,,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529638205013123073,22930902,BTtoronto,164314,20,VIDEO: Prince to perform a surprise show in Toronto http://t.co/nBkcvGZeg3 http://t.co/NTsPuCpKUa,Tue Nov 04 14:16:02 +0000 2014,27,19,en,,,,http://ow.ly/DNuI0,1,
529638408835325952,1500437611,paulcooper74,2076,2076,@BTtoronto very cool,Tue Nov 04 14:16:51 +0000 2014,0,1,en,,,BTtoronto,,1,529638205013123073
529638946003644417,24089166,brucesellery,2474,357,@BTtoronto Uh. I guess it isn't a surprise show any more.,Tue Nov 04 14:18:59 +0000 2014,0,0,en,,,BTtoronto,,1,529638205013123073
529640285132029952,439502873,TheTerribleHook,613,198,"@BTtoronto Not such a surprise anymore, is it?",Tue Nov 04 14:24:18 +0000 2014,0,0,en,,,BTtoronto,,1,529638205013123073
529646818347728896,33520555,scarboroughman,43,223,@BTtoronto damn.  I gotta work at 2 to 11.. That sucks.  But prince ain't going to pay my bills,Tue Nov 04 14:50:16 +0000 2014,0,0,en,,,BTtoronto,,1,529638205013123073
529697884900704256,430880741,divababz411,98,125,@BTtoronto #birthdaygirl #prince  it's my Birthday ohhhh I would love to see my all time fav ❤️❤️❤️please get me in!,Tue Nov 04 18:13:11 +0000 2014,0,0,en,,"birthdaygirl,prince",BTtoronto,,1,529638205013123073
529701563452129281,1591637096,TBC_1109,49,78,"@FdThinking aha , wondering how long will be the show , have a good time Peter",Tue Nov 04 18:27:48 +0000 2014,0,0,en,,,FdThinking,,1,529639956499931136
529701767173652480,1591637096,TBC_1109,49,78,@FdThinking thinking is worth to wait anyway :-),Tue Nov 04 18:28:37 +0000 2014,0,0,en,,,FdThinking,,1,529701563452129281
529638427462217728,16708294,fyang,4309,604,Possibly-incoming-but-who-the-hell-knows-with-this-guy-really: Prince @ Massey Hall - November 4 (2 shows and yes that's tonight) O-{+&gt;,Tue Nov 04 14:16:55 +0000 2014,9,3,en,,,,,1,
529641857513308160,26020465,ETCanada,143909,11997,Is Prince to perform surprise show in Toronto tonight?  http://t.co/zA1hH7lfc0,Tue Nov 04 14:30:33 +0000 2014,5,3,en,,,,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529653200841097216,1059510637,aeiou_women,478,157,@ETCanada If he is that's awesome!!!!,Tue Nov 04 15:15:38 +0000 2014,0,0,en,,,ETCanada,,1,529641857513308160
529642612618035202,574914328,CorinneTonNu,135,272,Prince? In Toronto? http://t.co/TwL04ck0Rm via @blogto,Tue Nov 04 14:33:33 +0000 2014,12,2,en,,,blogTO,http://www.blogto.com/music/2014/11/is_prince_playing_a_secret_show_in_toronto_tonight/,1,
529694380781621248,28597077,TorontoGaI,322,152,"@CorinneTonNu @blogTO You know he has a house in Toronto, right?  Not unusual for him to be here.",Tue Nov 04 17:59:16 +0000 2014,0,0,en,,,"CorinneTonNu,blogTO",,1,529642612618035202
529643568873230337,19329568,ChezRobb,198,353,"PRINCE doing surprise show at Massey Hall in Toronto today! Wristbands at 6, show at 8.  @3RDEYEGIRL http://t.co/Z7vaVDAYKX",Tue Nov 04 14:37:21 +0000 2014,4,2,en,,,3RDEYEGIRL,http://globalnews.ca/news/1652333/prince-to-perform-surprise-show-in-toronto/,1,
529650547872522240,29010099,tonylepage,100,148,Surprise Prince show!!!! Ticket lineup is still pretty short... @ChezRobb @3RDEYEGIRL http://t.co/nCPoywd1hw,Tue Nov 04 15:05:05 +0000 2014,4,6,en,,,"ChezRobb,3RDEYEGIRL",,1,529643568873230337
529676678474526720,62353753,kaiguy87,184,207,@tonylepage amaze!!,Tue Nov 04 16:48:55 +0000 2014,0,0,en,,,tonylepage,,1,529650547872522240
529724749791113216,572235094,Snewts123,24,85,@tonylepage so handsome tony!! :-),Tue Nov 04 19:59:56 +0000 2014,0,0,en,,,tonylepage,,1,529650547872522240
529644561770217473,12993222,CityNews,156090,1980,#BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/G003mTSk9S #Toronto,Tue Nov 04 14:41:18 +0000 2014,70,27,en,,"BREAKING,Toronto",,http://ow.ly/DNBvD,1,
529644686995369984,23857263,KevinYounge,484,1178,“@CityNews: #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/u0jKcleLgc #Toronto”@boom973,Tue Nov 04 14:41:48 +0000 2014,0,0,en,,"BREAKING,Toronto","CityNews,boom973",http://ow.ly/DNBvD,1,529644561770217473
529645122410254336,213810836,905Foodie,1550,1975,"@CityNews How do I get my husband to go for this. Man, I'd love to be there!",Tue Nov 04 14:43:32 +0000 2014,0,0,en,,,CityNews,,1,529644561770217473
529645143574740992,313689878,Mad_H_A_T_T_E_R,282,478,“@CityNews: #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/AGHjW3x9Gv #Toronto”!!!!!!,Tue Nov 04 14:43:37 +0000 2014,1,0,en,,"BREAKING,Toronto",CityNews,http://ow.ly/DNBvD,1,529644561770217473
529645536656502784,610414467,teppi_s,536,894,“@CityNews: #BREAKING:Prince reportedly 2 perform surprise show at Massey Hall tonight  http://t.co/c7GRJJsKqH #Toronto”I wanna go! #Prince,Tue Nov 04 14:45:10 +0000 2014,0,0,en,,"BREAKING,Toronto,Prince",CityNews,http://ow.ly/DNBvD,1,529644561770217473
529645608509140992,1262935440,mikev527,1015,974,@CityNews @DinaPugliese Dina are u opening for him ! ? 🎤,Tue Nov 04 14:45:28 +0000 2014,0,1,en,,,"CityNews,DinaPugliese",,1,529644561770217473
529645751992078336,2758723732,gfmete,150,1044,@CityNews @DinaPugliese @strombo @RCampanelliETC,Tue Nov 04 14:46:02 +0000 2014,0,1,und,,,"CityNews,DinaPugliese,strombo,RCampanelliETC",,1,529644561770217473
529646678689972224,228295036,spikestabber,23,70,@CityNews @alyankovic  “You should never /  write words using numbers /  Unless you’re seven /  Or your name is Prince.”,Tue Nov 04 14:49:43 +0000 2014,0,0,en,,,"CityNews,alyankovic",,1,529644561770217473
529657433866915840,129070316,CharrrDonnay,374,338,“@CityNews: #BREAKING: Prince reportedly to perform surprise show at Massey Hall tonight http://t.co/Zt38UJcjT7 #Toronto” whoaaaaaaaa,Tue Nov 04 15:32:27 +0000 2014,0,1,en,,"BREAKING,Toronto",CityNews,http://ow.ly/DNBvD,1,529644561770217473
